CLIENTNUM,概率,高精确
768805383,0.5002633889376646,True
818770008,0.5002633889376646,True
713982108,0.5002633889376646,True
769911858,0.5002633889376646,True
709106358,0.5002633889376646,True
713061558,0.5002633889376646,True
810347208,0.5002633889376646,True
818906208,0.5002633889376646,True
710930508,0.5002633889376646,True
719661558,0.5002633889376646,True
708790833,0.5002633889376646,True
710821833,0.5002633889376646,True
710599683,0.5002633889376646,True
816082233,0.5002633889376646,True
712396908,0.5002633889376646,True
714885258,0.5002633889376646,True
709967358,0.5002633889376646,True
753327333,0.5002633889376646,True
806160108,0.5002633889376646,True
709327383,0.5002633889376646,True
806165208,0.5002633889376646,True
708508758,0.5002633889376646,True
784725333,0.5002633889376646,True
811604133,0.5002633889376646,True
789124683,0.5002633889376646,True
771071958,0.5002633889376646,True
720466383,0.5002633889376646,True
804424383,0.5002633889376646,True
718813833,0.5002633889376646,True
806624208,0.5002633889376646,True
778348233,0.5002633889376646,True
712991808,0.5002633889376646,True
709029408,0.5002633889376646,True
788658483,0.5002633889376646,True
787937058,0.5002633889376646,True
715318008,0.5002633889376646,True
713962233,0.5002633889376646,True
785432733,0.5002633889376646,True
715190283,0.5002633889376646,True
708300483,0.5002633889376646,True
827111283,0.5002633889376646,True
758551608,0.5002633889376646,True
773146383,0.5002633889376646,True
778493808,0.5002633889376646,True
720572508,0.5002633889376646,True
712661433,0.5002633889376646,True
789172683,0.5002633889376646,True
738406533,0.5002633889376646,True
799723908,0.5002633889376646,True
771490833,0.5002633889376646,True
720756708,0.5002633889376646,True
779471883,0.5002633889376646,True
711525033,0.5002633889376646,True
712813458,0.5002633889376646,True
714374133,0.5002633889376646,True
717891558,0.5002633889376646,True
716632758,0.5002633889376646,True
768563658,0.5002633889376646,True
711427458,0.5002633889376646,True
714091983,0.5002633889376646,True
787584108,0.5002633889376646,True
712030833,0.5002633889376646,True
711481533,0.5002633889376646,True
710082708,0.5002633889376646,True
708155733,0.5002633889376646,True
788979258,0.5002633889376646,True
807986133,0.5002633889376646,True
788730933,0.5002633889376646,True
711314058,0.5002633889376646,True
717975333,0.5002633889376646,True
715971108,0.5002633889376646,True
720096558,0.5002633889376646,True
719580033,0.5002633889376646,True
820582308,0.5002633889376646,True
789973308,0.5002633889376646,True
712876233,0.5002633889376646,True
804595158,0.5002633889376646,True
714826758,0.5002633889376646,True
779058108,0.5002633889376646,True
710790258,0.5002633889376646,True
715623483,0.5002633889376646,True
715156383,0.5002633889376646,True
711013983,0.5002633889376646,True
755420433,0.5002633889376646,True
794543958,0.5002633889376646,True
716396358,0.5002633889376646,True
715398033,0.5002633889376646,True
711743883,0.5002633889376646,True
719720058,0.5002633889376646,True
778992108,0.5002633889376646,True
717539808,0.5002633889376646,True
714070758,0.5002633889376646,True
714107958,0.5002633889376646,True
789140283,0.5002633889376646,True
715550508,0.5002633889376646,True
719712633,0.5002633889376646,True
772629333,0.5002633889376646,True
720336708,0.5002633889376646,True
802013583,0.5002633889376646,True
711887583,0.5002633889376646,True
714778833,0.5002633889376646,True
713843283,0.5002633889376646,True
779155158,0.5002633889376646,True
721091583,0.5002633889376646,True
713572683,0.5002633889376646,True
716657058,0.5002633889376646,True
779509983,0.5002633889376646,True
717929133,0.5002633889376646,True
808284783,0.5002633889376646,True
708476808,0.5002633889376646,True
710916408,0.5002633889376646,True
708492558,0.5002633889376646,True
799825758,0.5002633889376646,True
718619883,0.5002633889376646,True
711844758,0.5002633889376646,True
714798783,0.5002633889376646,True
826762908,0.5002633889376646,True
771894558,0.5002633889376646,True
721074183,0.5002633889376646,True
715259583,0.5002633889376646,True
718414008,0.5002633889376646,True
719666283,0.5002633889376646,True
714877233,0.5002633889376646,True
785387883,0.5002633889376646,True
771075258,0.5002633889376646,True
711318033,0.5002633889376646,True
783554958,0.5002633889376646,True
720201033,0.5002633889376646,True
718039683,0.5002633889376646,True
710806083,0.5002633889376646,True
714752208,0.5002633889376646,True
822063408,0.5002633889376646,True
714490308,0.5002633889376646,True
713356833,0.5002633889376646,True
711402333,0.5002633889376646,True
708296883,0.5002633889376646,True
719154483,0.5002633889376646,True
717721458,0.5002633889376646,True
711112683,0.5002633889376646,True
715674483,0.5002633889376646,True
789322833,0.5002633889376646,True
789968058,0.5002633889376646,True
709919283,0.5002633889376646,True
718744008,0.5002633889376646,True
767712558,0.5002633889376646,True
712950783,0.5002633889376646,True
716104983,0.5002633889376646,True
818839983,0.5002633889376646,True
772288758,0.5002633889376646,True
712350858,0.5002633889376646,True
711009708,0.5002633889376646,True
712720158,0.5002633889376646,True
712215258,0.5002633889376646,True
773827008,0.5002633889376646,True
795232683,0.5002633889376646,True
713786508,0.5002633889376646,True
713539833,0.5002633889376646,True
712454058,0.5002633889376646,True
718759833,0.5002633889376646,True
718803333,0.5002633889376646,True
720253908,0.5002633889376646,True
714133158,0.5002633889376646,True
713187033,0.5002633889376646,True
714791208,0.5002633889376646,True
772426383,0.5002633889376646,True
710975883,0.5002633889376646,True
714264408,0.5002633889376646,True
715827858,0.5002633889376646,True
713741358,0.5002633889376646,True
709531908,0.5002633889376646,True
716493408,0.5002633889376646,True
714141108,0.5002633889376646,True
708953883,0.5002633889376646,True
712608783,0.5002633889376646,True
820353558,0.5002633889376646,True
714964758,0.5002633889376646,True
716264358,0.5002633889376646,True
