CLIENTNUM,概率,高精确
768805383,0.872235576923077,False
818770008,0.872235576923077,False
713982108,0.872235576923077,False
769911858,0.872235576923077,False
709106358,0.872235576923077,False
713061558,0.872235576923077,False
810347208,0.872235576923077,False
818906208,0.872235576923077,False
710930508,0.872235576923077,False
719661558,0.872235576923077,False
708790833,0.872235576923077,False
710821833,0.872235576923077,False
710599683,0.872235576923077,False
816082233,0.872235576923077,False
712396908,0.872235576923077,False
714885258,0.872235576923077,False
709967358,0.872235576923077,False
753327333,0.872235576923077,False
806160108,0.872235576923077,False
709327383,0.872235576923077,False
806165208,0.872235576923077,False
708508758,0.872235576923077,False
784725333,0.872235576923077,False
811604133,0.872235576923077,False
789124683,0.872235576923077,False
771071958,0.872235576923077,False
720466383,0.872235576923077,False
804424383,0.872235576923077,False
718813833,0.872235576923077,False
806624208,0.872235576923077,False
778348233,0.872235576923077,False
712991808,0.872235576923077,False
709029408,0.872235576923077,False
788658483,0.872235576923077,False
787937058,0.872235576923077,False
715318008,0.872235576923077,False
713962233,0.872235576923077,False
785432733,0.872235576923077,False
715190283,0.872235576923077,False
708300483,0.872235576923077,False
827111283,0.872235576923077,False
758551608,0.872235576923077,False
773146383,0.872235576923077,False
778493808,0.872235576923077,False
720572508,0.872235576923077,False
712661433,0.872235576923077,False
789172683,0.872235576923077,False
738406533,0.872235576923077,False
799723908,0.872235576923077,False
771490833,0.872235576923077,False
720756708,0.872235576923077,False
779471883,0.872235576923077,False
711525033,0.872235576923077,False
712813458,0.872235576923077,False
714374133,0.872235576923077,False
717891558,0.872235576923077,False
716632758,0.872235576923077,False
768563658,0.872235576923077,False
711427458,0.872235576923077,False
714091983,0.872235576923077,False
787584108,0.872235576923077,False
712030833,0.872235576923077,False
711481533,0.872235576923077,False
710082708,0.872235576923077,False
708155733,0.872235576923077,False
788979258,0.872235576923077,False
807986133,0.872235576923077,False
788730933,0.872235576923077,False
711314058,0.872235576923077,False
717975333,0.872235576923077,False
715971108,0.872235576923077,False
720096558,0.872235576923077,False
719580033,0.872235576923077,False
